index,term,polarity,termFrom,termTo,context
4752,justin bieber,0,14,27,Hi my name is justin bieber and my hair costs more than your house .
4753,micheal jackson,2,7,22,i miss micheal jackson . :-LRB- < ~ ~ ~ ~ ~ ~ you and the whole world !!!!!
4754,madonna,1,35,42,Lady gag is like the love-child of madonna and Elton John .
4755,britney spears,1,66,80,if i made a mistake in that last tweet it 's because my cousin is britney spears ... apparently .
4756,lakers,0,54,60,this basketball year ima go with the celtics fuck the lakers call me a hater idgaf
4757,justin bieber,2,15,28,RT if you love justin bieber : -RRB-
4758,britney spears,1,9,23,i put in britney spears and got some great music . ill have to put lady gag in next !
4759,xbox,1,13,17,death of the xbox . r.i.p
4760,hilary swank,1,98,110,i just remembered that my cousin tara used to call jamo hamster boy because he has big teeth like hilary swank .
4761,harry potter,1,73,85,"pretty much done my homework . now i have 3 hours and 22 minutes to read harry potter . :-RRB- yeah , i 'm a nerd . deal with it . lol ."
4762,ipad,0,62,66,How is there no '' Do n't sync iPhone-only apps '' option for ipad ? iTunes insistence on syncing all of my phone apps is FUCKING INFURIATING !
4763,hillary clinton,1,0,15,hillary clinton faces a crisis on Northern Ireland visit | Irish News
4764,nicki minaj,0,70,81,"You people do n't know how much I HATE Rihanna , Britney , Eminem and nicki minaj ..."
4765,lady gaga,2,15,24,I think I love lady gaga ... I did n't know I played Born This Way 96 times . I thought I played it like 20 . . but iTunes says 97 now .
4766,lindsay lohan,1,85,98,superbuzzer : video : celebrity vanessa hudgens new personal nudes shots : celebrity lindsay lohan hard nipples pea . .
4767,madonna,1,72,79,"e-mail in of TVC attachment for ABC Local Brisbane 's Morning show with madonna King , clean & fresh thinking for ext marketing on television , good work ."
4768,britney spears,0,93,107,did all the toothpaste factories blow up all over the globe making the air fresh ? problem . britney spears talking ! omfg
4769,psp,2,137,140,im playing business over beef chinko the great & vixion not why but why not ! 911 911 warning business over beef on the way yep yes yeah psp !!!!
4770,hilary swank,1,44,56,uh joe is that a boy or a girl ? looks like hilary swank !
4771,steve jobs,1,76,86,Check out CIO.com 's most popular story today - The Presentation Secrets of steve jobs -
4772,john legend,0,13,24,"When I see ' john legend ' , on a song , I think ' Lennon ' . '' Why the fuck is John Lennon doing a song with Magnetic Man ?! '' . . I 've said that a lot"
4773,xbox,2,27,31,looks like i 'm getting my xbox fixed today . going to get it modded later on ... or i 'll do it myself ... meeehbeeey
4774,xbox,1,0,4,xbox 360 call . of . duty . modern . warfare . 2 . xbox 360 . rf-tr torrent download
4775,xbox,0,0,4,xbox marketplace download speed fail
4776,alicia keys,2,12,23,I love that alicia keys song
4777,iphone,1,46,52,hey cnnbrk im all for receiving breaking news iphone push updates but how about having at least one happy story every now & then ?
4778,madonna,1,40,47,FF kflosworld because she can sing like madonna . -LRB- I hear she 's good -RRB- & she keeps it 100 and will tell you if you 're jank . & ilher ! -LRB- :
4779,kim kardashian,2,0,14,"kim kardashian , Amber Rose and Rihanna have better bodies than Beyonce . Beyonce is thin . Ergh !"
4780,micheal jackson,1,37,52,no at the end of south park they put micheal jackson in hell
4781,sarah palin,1,29,40,"Funny , the contrast between sarah palin and William Polk on Afghanistan ... Just slightly more thoughtful than the Palin one , neh ?"
4782,lady gaga,0,83,92,1Msia boleh ! '' jeffreychew : Viewing of sex video in public boleh . Listening to lady gaga music can not ''
4783,google,2,23,29,in loving the github / google application engine / grails combo - although having to relearn about JPA is a bit of a drag after hibernate
4784,perez hilton,1,0,12,perez hilton - Katy Perry Vs . gag : Billboard Edition : Looks like Katy Perry is dominating those Billboard chart ... .
4785,martha stewart,1,24,38,Super Natural Makeup -- martha stewart Home & Garden : Read martha stewart 's Super Natural Makeup article . Get do ... .
4786,britney spears,0,40,54,or a red costume while pretending to be britney spears ? it looks rather gross ... especially with those beer-bellys : d
4787,lakers,2,10,16,"I love my lakers , but I 'm bored with this game . - changes the channel -"
4788,iphone,1,107,113,"realtore i doubt i 'll post public nz pictures , but i was impressed . & no edits . ladies & gentlemen-the iphone ."
4789,xbox,1,45,49,anyone having problems with the sound on the xbox sky player ?
4790,lady gaga,0,83,92,AbbieRaeBieber wow . . she sounds pretty retarded to meee . what the fuck . how is lady gaga better thannnn justin bieberrr ?!
4791,xbox,2,0,4,xbox packed and ready for dispatch by ups tomorrow . i already miss it :-LRB- -RRB-
4792,steve jobs,1,28,38,lol very funny Can you tell steve jobs from Bill Gates ?
4793,xbox,1,13,17,i unlocked 3 xbox achievements on mass effect !
4794,britney spears,0,13,27,i do believe britney spears 3 is one of the worst songs ever .
4795,lady gaga,2,9,18,"favorite lady gaga quote ? :-RRB- -- i love every word she says but i have to pick '' Some women choose to follow men , an ... ."
4796,jimmy carter,1,43,55,"georgia airport renamed to honor president jimmy carter : southern field airport in americus , ga . , about 15 miles . ."
4797,windows 7,1,83,92,"comment on add and create aero flip 3d shortcut -LRB- on desktop , quick launch or windows 7 taskbar -RRB- by simon : thank . ."
4798,katy perry,0,49,59,soooooo apparently there is no supporting act at katy perry .
4799,windows 7,2,22,31,recommended a look at windows 7 on boxee . check it out at
4800,psp,1,33,36,/ * the real crt0 . see lives in psp sdk . * / っか 。 newlib/libc/sys / psp / crt0 . c
4801,lindsay lohan,0,91,104,rofl someone who has common sense and extreme skills in bed needs to bang some brains into lindsay lohan .
4802,britney spears,2,108,122,"i wish i got paid to dance around in lingerie and lip sync in front of tons of people . yes , i wish i were britney spears . one can only dream"
4803,obama,1,28,33,via RightWingNews Cartoon : obama Gets Tough With Libya . tcot
4804,wii,1,18,21,re-discovered the wii fit this evening and it 's given me an age of 36 . is it bad that i 'm just pleased to have kept it within the 30 's ?
4805,arnold schwarzenegger,0,18,39,"James Cameron and arnold schwarzenegger reunite , but for what purpose ? Let the crazy speculation begin ! ."
4806,harry potter,2,16,28,I love watching harry potter movies and picking them apart while talking to harry potter fans .
4807,sarah palin,1,59,70,"Question for Letterman : What was tougher , apologizing to sarah palin for the stupid joke , or apologizing to your wife for stupid trysts ?"
4808,britney spears,0,45,59,"yeaa i got followers whose picture is a fake britney spears doing something very dirty & like 1day ill have 3 of them , then 1 & now i got2"
4809,lady gaga,2,28,37,I voted for Born This Way - lady gaga on JoJoWright 's Top 9 9 on KIISFM . Vote for your favorite song ! .
4810,lindsay lohan,1,0,13,lindsay lohan just needs some time off and relax with her family ! thats what she needs ! i hate seeing young people going down ! im here 4 you : -RRB-
4811,jimmy carter,1,107,119,i guess that the noble peace prize was the consolidation prize for not getting the 2016 olympics . did n't jimmy carter and arafat get this ??
4812,al gore,0,51,58,I 've never seen ' An Inconvenient Truth ' . To me al gore is still the husband of Tipper who was head of that idiotic PMRC & PITB to Frank Zappa .
4813,britney spears,2,0,14,britney spears robbie williams x factor comeback `` shambolic '' - gnews : mirror . co . ukrobbie williams . .
4814,ipad,1,82,86,Join me in the Countdown to the Great Pumpkin ! greatpumpkincountdown win peanuts ipad .
4815,lindsay lohan,1,0,13,lindsay lohan shows why i devote mylife 2work4 an organizationthat believes in & fights 4 marriage :
4816,martha stewart,0,38,52,My boyfriend keeps calling me ' A hot martha stewart ' which is confusing . Sure I grew up in Connecticut . But I 've never been to jail .
4817,steve jobs,1,90,100,well photo shrine is a bit much . It 's more like goggle image search when you search for steve jobs :-P how awesome is tweetie 2 !!!
4818,kindle,0,18,24,just realized the kindle may have been a terrible purchase for someone with poor impulse control . can haz books right now .
4819,justin bieber,2,78,91,When I noticed By no means Say By no means The Film I fell extra in love with justin bieber than I ever had before !
4820,madonna,1,0,7,"madonna ' is ? Celebration ? a fine collection , but not perfect ... The University of Alabama Crimson ... collection"
4821,lindsay lohan,1,0,13,"lindsay lohan blames lack of time for ungaro debacle , denies complicity in pasties . she 's '' learning . ''"
4822,charlie sheen,0,17,30,I am no longer a charlie sheen Supporter ... Im about to follow for the same reason why I don support little ' Wayne .
4823,britney spears,2,0,14,britney spears ' 3 is dangerously catchy . i love that woman . i do n't care if it 's wrong to .
4824,lindsay lohan,1,12,25,this is not lindsay lohan ' s best look .
4825,justin bieber,0,23,36,"I just took '' Topstar justin bieber rapes you . But , you found you ... '' and got : Part 2 - Justin , Ryan and Chaz . ! Try it : ."
4826,justin bieber,2,23,36,I just took '' you and justin bieber are best friends ... '' and got : part 4 : losing your virginity to justin < 3 -LRB- ; ! Try it : .
4827,britney spears,1,29,43,wow that tweet was a fail to britney spears ... sorry britney !!! i shall try to memorize your new song like i 've memorized all your others -LRB- :
4828,sarah palin,1,21,32,"Cute , AND funny ... sarah palin takes job as drug counselor , considered to be the best person to teach people how to quit ."
4829,lady gaga,0,105,114,"Telegraph - kylieminogue demonstrated that when it comes to the classier brand of arena kitsch she , not lady gaga remains supreme authority"
4830,psp,2,85,88,so the next lockerz restock is zlisters only then to normal members . i must get the psp then last chance before they raise ptz prices .
4831,nicolas cage,1,0,12,nicolas cage files lawsuit against business manager -
4832,george bush,1,14,25,i am also not george bush . can i have a nobel peace prize now ?
4833,kim kardashian,0,81,95,Dennis Rodman was n't a scorer but he was a master at snatching up loose balls . kim kardashian needs to have her jersey retired too then .
4834,britney spears,2,12,26,musicmonday britney spears - 3 . . best song ever -LRB- :
4835,ipod,1,6,10,on my ipod !!! i love sex ed . ha
4836,britney spears,1,0,14,britney spears fears steamy home video - spearsnude09.blogspot.com
4837,windows 7,0,0,9,windows 7 upgrade not going as smoothly as planned . nearly a fail .
4838,britney spears,2,49,63,hello i 'm loving my phone and i 'm so happy for britney spears for getting number 1 the billboards :d i love 3 : d
4839,britney spears,1,0,14,britney spears ' former fan club was supposed 2b prive t.t abloids copycatted forum posts . gossip television show aired secret contents .
4840,windows 7,1,34,43,i do n't think i like the idea of windows 7 being designed by a man with eyes that are too close together
4841,psp,2,43,46,god of war : chains of olympus ... amazing psp game !
4842,xbox,0,22,26,so i been banned from xbox live kuz i got my shit flashed ! wtf ! on sum real shit dats beyond gay !
4843,google wave,2,14,25,"finally got a google wave invite - and i 'm slightly underwhelmed . the initial experience is exactly what i expected , and nothing more . hmm ."
4844,obama,1,51,56,MT diggrbiii kesgardner : Remember a year ago when obama officials were predicting that obama would be more popular a year later ? ohwait
4845,nicolas cage,1,22,34,he needs ari gold lol nicolas cage says his business manager has sent him '' down a path toward financial ruin ''
4846,lakers,2,32,38,RT Andrew_W19 : iloveitwhen The lakers win .
4847,madonna,1,16,23,"Saw tweet about madonna saying '' I 'm not quitting . '' Thought it strange , re-read it and realized it said Maradona . Real , not fake Argentine ."
4848,google wave,1,74,85,i 'd love one ! i 'm itching to experiment with academic collaboration on google wave . are you finding it useful ?
4849,iphone,0,33,39,pissed now . the droid rapes the iphone . by far . thank you lack of patience .
4850,google wave,2,20,31,as much as i want a google wave invite ... i am curious how real that twitter account is . any thoughts ? did you get an invite ?
4851,barack obama,1,67,79,U.S. sees advance in Iran nuclear cooperation b92 : U.S. President barack obama ' is top security adviser has dism . .
4852,wii,1,13,16,not going on wii tonight got sore back from work today !
4853,obama,0,38,43,Check this video out -- Did President obama get locked out of the White House ? . via youtube
4854,justin bieber,2,34,47,"One year ago , on this very day , justin bieber released My World 2.0 . Since then , he has accomplished so many things . PROUD"
4855,britney spears,1,0,14,britney spears photos & pictures | britney spears voted best celebrity ... : the rest of the lineup -LRB- through 10 -RRB- . .
4856,lindsay lohan,1,29,42,"of the office ... what about lindsay lohan ... is she still in a rehab ... it takes time to went there , mrs. lohan ... otherwise you end in prison"
4857,lindsay lohan,0,11,24,"no worries lindsay lohan ... if you 're not getting your attention on the big screen , you 'll get it in court ! have a drink and relax ..."
4858,harry potter,2,7,19,i love harry potter marathons < 3
4859,lindsay lohan,1,0,13,lindsay lohan ' s judge from her 07 dui conviction has ordered the actress 2 appear n court tomorrow so she can personally access her well being
4860,wii,1,51,54,"i do n't know , i kinda have more love for ps3 and wii , box just does n't do it for me"
4861,mariah carey,2,21,33,"RT LOVE < = > I love mariah carey , but i really wish she would have these babies . . so she can slim down . . weight doesnt really look good on ..."
4862,sarah palin,1,69,80,"Margaret Carlson : Many politicians fake anti-elitist populism , but sarah palin seems committed to * genuinely * knowing as little as possible ."
4863,obama,1,10,15,President obama highlights his favorite teacher in PSA video for TEACH.gov . .
4864,kim kardashian,0,39,53,"For example , sending death threats to kim kardashian , are you kidding me ? It 's not like they were gon na date , she 's like 30 . I mean , come on ."
4865,anderson cooper,2,7,22,i love anderson cooper omgomg
4866,maradona,1,33,41,God And Saint Palermo Saved Us - maradona calls last minute win over Peru '' a miracle that has given us one more life for 2010 ''
4867,jimmy carter,1,74,86,mitt romney now speaking : obama makes us long for the good ole ' days of jimmy carter .
4868,lady gaga,0,31,40,quote '' kanye west hates some lady gaga 's pants o_O '' - Kurt Cobain
4869,nick jonas,2,0,10,nick jonas + Joe Jonas + Kevin Jonas = 3 = Brothers + good voice = Singers + Fame = Jonas Brothers = The Best Music Group : -RRB-
4870,kindle,1,50,56,i am impulsively exploding my amazon wishlist and kindle '' save for later '' lists . somebody help ! i need a beer .
4871,lindsay lohan,1,103,116,"y' all i am so addicted to coke -LRB- the soda , obviously not the drug cause then i 'd be skinny like lindsay lohan -RRB- it 's so bad ... y/n ?"
4872,madonna,0,87,94,the name sounds a little more familiar now but damn he 's been passed around more than madonna
4873,katy perry,2,7,17,I love katy perry . And I love the Circle . And I looooove chris SWAN ! sherocks foffbullies logies
4874,justin bieber,1,37,50,Walked into my brothers room to find justin bieber playing . : |
4875,kim kardashian,0,0,14,kim kardashian 's single makes me want to gathering up real musicians and lock myself in a room where no one can abuse me like that again .
4876,britney spears,2,12,26,just bought britney spears ' curious perfume and honestly it smells very good ^ ^ even more because i got it for 2 euros instead of 12 ha ha !
4877,selena gomez,1,0,12,selena gomez : who says your not perfect ? who says your not pretty ? who says your not beautiful ? Me : everyone .
4878,britney spears,1,0,14,britney spears Songwriter Defends Pop Star For Not Demanding Co-Writing Credit : Songwriter H ... . www.openallnite.com
4879,ipad,0,62,66,ladyhabs Apple Survey - What do you think of Apple products ? ipad sucks ? freebies .
4880,miley cyrus,2,63,74,"This might sound dirty , but im just patiently waiting for the miley cyrus sex tape ... lol u know its bound to happen"
4881,wii,1,0,3,wii video game will bring back mickey mouse 's dark side
4882,iphone,1,23,29,go 2 youtube from yeah iphone & type in jamaican puppets & look at '' my man '' you gon na be dyingggggg !
4883,lady gaga,0,26,35,TeamLaylaa sorry . i hate lady gaga so much that she infests my brain sometimes .
4884,lakers,2,63,69,"Pjfergie I like baseball ... but I do n't love it . I love the lakers , of course - but I love all basketball . It 's a lot like polo actually ..."
4885,madonna,1,0,7,madonna HEARTBEAT i love it !
4886,ipad,1,68,72,"Paranormal Activities 2 Looks amazing , watched the first one on my ipad on holiday . Song of the holiday - ollyofficial - PDLMG . Great : -RRB-"
4887,lindsay lohan,0,9,22,really . lindsay lohan is the biggest disaster ever . you really could do better .
4888,hilary swank,1,33,45,i was just told that i look like hilary swank .
4889,ipod,1,81,85,but not for the german itunes store ... : o -LRB- - real soccer 2010 free iphone ipod apps
4890,nick cannon,0,0,11,nick cannon needs to cut the sh * t . Your done . The jig is up !
4891,nick jonas,2,135,145,Selena is nothing but an attention whore . before she was on hannah montana nobody knew who the fuck she was . . even before she dated nick jonas
4892,sarah palin,1,38,49,dcagle : Wondering where you can find sarah palin ' s new book ? This cartoon will let you know
4893,steve jobs,1,16,26,heard some good steve jobs stories last night : -RRB-
4894,britney spears,0,50,64,"yay ! now with the new '' report spam option '' , britney spears can suck it ! figuratively ! \ o /"
4895,ipod,2,29,33,had a good birthday . got an ipod touch and brutal legend ! one more game i now need to finish sometime .
4896,justin bieber,0,27,40,My best friend just called justin bieber a fag . . that 's pretty sad that she said that . D :
4897,britney spears,2,23,37,just listening to some britney spears < 3 :-RRB- she is my love ! ca n't imagine my secret lover going to her concert with me . ha . so ridiculous .
4898,sarah palin,1,120,131,RT What 's all the fuss about Obama and his Nobel prize ? Of course it 's a well-deserved win . He saved the world from sarah palin .
4899,tiger woods,1,9,20,I 'd say tiger woods is getting some revenge on yeah Yang today . 5 up through 11 holes .
4900,micheal jackson,0,21,36,This is bad real bad micheal jackson
4901,mandy moore,2,54,65,"i will never give up hope that one day shane west and mandy moore will really get married . yes , i know she 's already married but still ."
4902,micheal jackson,1,14,29,"Real talk She micheal jackson bad , I 'm attracted to her , with her attractive ass ... whats the name of that song"
4903,google wave,1,68,79,sorry to bother you . . i was wondering if i could get an invite to google wave
4904,lindsay lohan,2,18,31,i 'm in love with lindsay lohan ...
4905,britney spears,1,50,64,"thank you , now i do too ! plus , i now also have britney spears awful cover of ' my prerogative ' rattling around my head ... : -LRB-"
4906,kourtney kardashian,1,3,22,Is kourtney kardashian Moving To New York City For Good ? .
4907,lindsay lohan,0,27,40,i can honestly say i think lindsay lohan is fucking crazy . but she is a riot to follow ... that 's for sure .
4908,micheal jackson,1,75,90,im so bored ima just crack on celebs mugshots . souljaboymugshot look like micheal jackson when he first hit the moonwalk lol
4909,anderson cooper,0,0,15,"anderson cooper Will Not Air Osama Bin Laden Tape : Damn straight ! Before his death , Osama bin Laden reportedly ... ."
4910,harry potter,2,0,12,harry potter marathon was awesome ! now to do work all day tomorrow
4911,sarah palin,1,8,19,"Today , sarah palin recommended this book on her facebook page ."
4912,taylor swift,0,10,22,Oh fuck . taylor swift and taylor lautner is acting too ! Fuuuucccckkk ! D :
4913,ipad,2,31,35,"Could have really done with an ipad today at JUMP - would be great for taking notes , keeping up with email , showing clients stuff"
4914,lakers,1,47,53,RT AshNicole01 : RT iSkeeterpan Watching these lakers << Weeeeak ! Lol << -- hater !!
4915,madonna,1,32,39,hahaha I remember wanting to be madonna like lucky star madonna :-RRB- and like a virgin madonna lol
4916,harry potter,0,33,45,chill RT Brandi_Brielle : i hate harry potter and wish he would just die already !
4917,britney spears,2,19,33,"yes i am following britney spears , she was trying to get 1 million and i like her music ."
4918,windows 7,1,11,20,installing windows 7 - like watching paint dry
4919,lindsay lohan,1,40,53,"watching '' georgia rule '' even though lindsay lohan is just flat out ridiculous , i like this movie -LRB- : but lindsay needs to get her act together"
4920,shakira,0,56,63,Sorry ... but I do NOT want to listen to Katy Perry and shakira while I eat my sushi .
4921,miley cyrus,2,0,11,miley cyrus and Nick Jonas perfectcouple
4922,lindsay lohan,1,102,115,"anyone looking for diet tips so they can look 40 , try vodka , coke , pills . seems to be working for lindsay lohan per star mag ."
4923,sarah palin,1,82,93,Just recalled how many times she got told she looks like a much hotter version of sarah palin last night bahaha
4924,britney spears,0,0,14,britney spears is HORRIBLE !!!!! Why do people like this trash !!
4925,britney spears,2,19,33,"PHOTOS : 7 Amazing britney spears Fan Tattoos . they are awesome . . :-RRB- britneysclub , britneyspears"
4926,iphone,1,45,51,do you have eliminate professional ? on your iphone ?
4927,justin bieber,2,61,74,"oh my God , i ca n't sleep . I ca n't close my eyes , I look justin bieber on my television"
4928,tiger woods,1,41,52,oh okay ... welp ... better get you some tiger woods golf for that unused wi
4929,hillary clinton,1,15,30,my respect for hillary clinton has rose like 100 % since she became second . of state .
4930,paris hilton,0,3,15,no paris hilton . no one cares who your new Dubi bff is going to be . you have no friends .
4931,britney spears,2,9,23,hear old britney spears songs ! :] they 're amazing ! ;] -RSB- | | go to bed immediately ! good night everybody ! xoxo
4932,lady gaga,1,40,49,slykittenx I love glee and x factor ... lady gaga had been on that right ?!
4933,lindsay lohan,0,0,13,lindsay lohan slams jewel theft accusations : indian express troubled star lindsay lohan has rubbished reports o . .
4934,psp,2,28,31,ah okay ! :-LRB- i like the psp a lot : -RRB-
4935,jimmy carter,1,81,93,"that is so true , '' oh '' certainly is n't a president , reminds me of poor ole jimmy carter with no backbone"
4936,harry potter,1,9,21,Watching harry potter and watching funny content on Youtube . I think people who v . blog are brave < 3
4937,paris hilton,0,131,143,I 'm not even gon na try and act cool ... If I was in a horror movie I 'd be the goddamn first to DIE !! I 'd die even harder than paris hilton !
4938,lady gaga,2,37,46,"thingsimiss the monsterball , I love lady gaga too much"
4939,steve jobs,1,13,23,I think even steve jobs uses word 2007 ...
4940,sarah palin,1,67,78,Why does Katie Couric melt in front of Hillary Clinton yet bullies sarah palin ? What a leftist journalist !
4941,martha stewart,0,55,69,"This television spot should be pretty good . It 's not martha stewart , but it 's a start . -LRB- Hey MarthaStewart , saraicat would LOVE to do your show ! -RRB-"
4942,britney spears,2,21,35,i love you more than britney spears
4943,harry potter,1,67,79,RelleGuapo smh ... negative . i will stay awake all night watching harry potter . twilight isnt all that great .
4944,lakers,1,99,105,"RT NatashaMarleyy : Me , so I can hate ! RT itsNEESH : Just woke up . Who coming over to watch the lakers game ?"
4945,britney spears,0,16,30,i hate that new britney spears song ' 3 ' . why do her songs always have to be about sex and all that ? lmao . ...
4946,taylor swift,2,32,44,Who needs a diary when you have taylor swift ?
4947,nicolas cage,1,61,73,hollywood star supports baby unit : bbc news hollywood actor nicolas cage paid a visit to the royal united hospital . .
4948,xbox,1,62,66,"please give us rez hd -LRB- in true 1080p , not fake upscaled xbox 1080p -RRB- on the playstation 3 ! love your ps3 customers !!"
4949,martha stewart,0,87,101,IPayMyTaxesBecause with my luck I would n't wind up in a country-club type prison like martha stewart or Bernie Madoff .
4950,barack obama,2,0,12,barack obama does not CARE what people think of him and I respect that . He is here to do a job and that 's it ...
4951,windows 7,1,40,49,best free antivirus and antispyware for windows 7 :
4952,harry potter,1,9,21,"hahaha , harry potter is a lej , yeah uk is getting less wick by the year my friend , obama for the fucking win , x"
4953,george bush,0,17,28,"it 's official : george bush was such an arsehole , you can win the nobel peace prize just by not being him pass"
4954,nicolas cage,2,34,46,ghost rider movie is ridiculous . nicolas cage is awesome though .
4955,charlie sheen,2,0,13,charlie sheen is my idol . WINNING
4956,britney spears,1,38,52,hahahahahaha you better mean the next britney spears as a compliment ! lol
4957,google wave,1,0,11,google wave guide : user manual released for wave | popular tech news : confused about how to make make use of of goog . .
4958,nicolas cage,2,0,12,"nicolas cage was there to help raise funds for a new baby , sick to death of all the black , that sounds like one of my recurring dreams"
4959,britney spears,1,27,41,"geicos talking pot hole is britney spears , right ?"
4960,micheal jackson,1,11,26,- The real micheal jackson
4961,selena gomez,0,24,36,Justin : I named My car selena gomez . Selena : Awww your so cute . Justin : Then I crashed it . .
4962,justin timberlake,2,65,82,"Well I 'd like four different 6 ' dildo 's . Named Chris , Leo , justin timberlake & Rob ."
4963,obama,1,9,14,Michelle obama is in my Spanish book .
4964,john boehner,0,47,59,"' Tea party ' protests budget compromise , and john boehner denies budging ."
4965,lady gaga,2,35,44,i 'm your littler monster . i love lady gaga
4966,nicolas cage,1,0,12,nicolas cage is suing a former business manager for bad advice & mismanagement . he should file a similar suit against his hairdresser .
4967,madonna,1,8,15,Photo : madonna : What the hell is a disco stick ? Lady gag : I think you know . - Saturday Night Live ...
4968,lindsay lohan,1,0,13,lindsay lohan ' s song -LRB- even though i don like her -RRB- something that i never had totally relates to what i 'm going through right now .
4969,sarah palin,1,94,105,"Levi Johnston is going for the ultimate exposure , he will pose for playgirl.com . Johnston , sarah palin ' s daughter 's baby daddy ."
4970,harry potter,0,0,12,"harry potter is a really shit ! I 'm so sorry , I tried it too much . but it 's impossible , I do n't like it !"
4971,harry potter,2,19,31,Whenever i watch a harry potter movie i feel like magic is possible and i love it !! : -RRB-
4972,madonna,1,61,68,I would mind if he drops her soon . he deserves better . not madonna 2 in the making . He should have married a normal girl who
4973,dave matthews,1,26,39,"Jason Mraz is the nouveau dave matthews , but with better singing and less musicianship hackery ."
4974,britney spears,0,14,28,oh look it 's britney spears . i think i might change the channel .
4975,psp,2,40,43,pfiuu ... discovered what is inside the psp . now repaired : it works perfectly : - -RRB-
4976,google wave,1,34,45,ciclt i accepted my invitation to google wave . what is all the fuss about ?
4977,wii,1,81,84,tengo sueño :-RRB- | | highlight of the day : no comí dulces en la mañana :-RRB- wii !
4978,britney spears,0,37,51,comeonson you must be gay if you got britney spears album on your pod
4979,taylor swift,2,36,48,I guess it 's time I listen to some taylor swift .
4980,lindsay lohan,1,38,51,foramilliondollars quote of the day : lindsay lohan -LRB- source : celebrity vip lounge -RRB-
4981,windows 7,1,0,9,windows 7 upgrade scenarios : scenario 4 : upgrade from the windows 7 rc to the final version
4982,lakers,0,38,44,RT YouhaveNoTeeth : Fuck Kobe And The lakers . < Best tweet ever !
4983,sarah palin,2,81,92,2 bad we ca n't clone people yet . If I was single I would like 2 have a copy of sarah palin . All women should be proud of her .
4984,psp,1,43,46,"; ds also have o.o but also in jap lol !!! psp de is fighting , ds de is just like arcade type"
4985,google wave,1,0,11,google wave invites are available to nice people ! preferably followers !
4986,britney spears,0,45,59,either i have a dirty filthy mind or the new britney spears song '' 3 '' is n't necessarily about the actual number ... geez !
4987,harry potter,2,7,19,I love harry potter < 3333
4988,bill gates,1,31,41,yeah then you 'd have to write bill gates a thank you card or something ...
4989,ipod,1,85,89,"i love the fact i can doodle stuff together lying in bed / on the train / etc on the ipod touch , then import into cubase later . the footur !"
4990,lakers,0,24,30,connerysteph i hate the lakers 2 m.i.a.m.i heat all day
4991,britney spears,2,16,30,im in love with britney spears ' new song . im totally dancing in my car . '' 1 . . 2 . . 3 !! ''
4992,harry potter,1,31,43,Breaking : POTUS writes an 8th harry potter book and uses the time turner to go back and negotiate with Voldemort ! NobeLOL tcot
4993,madonna,1,86,93,WOOOOW !! Lady gag on SNL was AMAZING !!! The skits was funny 2 !! esp . the one with madonna & gag together !!!
4994,hilary swank,0,0,12,hilary swank looks like a man
4995,britney spears,2,22,36,amandabynes '' 3 '' - britney spears :-RRB- yeesssss graaccyyyyyyyy ! i miss you !!!
4996,barack obama,1,33,45,RT timesonline Historic boost to barack obama ' is health reforms after key Republican 's support
4997,iphone,1,27,33,2009 's sixteen best pod + iphone products announced by ilounge : the editors of ilounge proudly announce . .
4998,psp,0,19,22,grand tourismo for psp i fucking dope .
4999,hillary clinton,2,54,69,"Regardless of my political party , I will ALWAYS love hillary clinton ."
5000,jimmy carter,1,21,33,theres one near me ~ jimmy carter . . nether world . . drink heavy before you go brother ! anybody in atlanta know of some good haunted houses ???
5001,kindle,0,48,54,"foxit 's eslick reader now supports epub , puts kindle to shame hardware -"
5002,lady gaga,2,8,17,Love my lady gaga heartbeatz !! .
5003,ipod,1,51,55,"yo real talk , whoever took my homie mpfranco ' is ipod last night hit me up and you can pretend like you did n't know who 's ipod that was"
5004,jimmy carter,1,0,12,jimmy carter ' is policies stunk too . were we racist against him ? tcot tlot ocra teaparty iamthemob sgp gop
5005,al gore,0,94,101,"in Poland , too ! Thanks to you know who to blame doctorfollowill it 's cold again . Damn you al gore for creating global warming ."
5006,windows 7,2,11,20,i love the windows 7 '' play to '' thing
5007,hillary clinton,1,41,56,Is Albright senile she calls Joe Biden & hillary clinton the best of America ? Go back to your old folks home .
5008,lindsay lohan,1,29,42,loving the movie even though lindsay lohan is in it .
5009,harry potter,0,62,74,YEAH ! GREAT ! RT uchalusil : of course ! iam proud of it . . harry potter freaks :-RRB- RT nia_swpo : pada ngerti singkatan dari HPF kan !
5010,ipod,2,48,52,got me singing like nana na na everyday like my ipod stuck on replay . just got ta do worked sited & power point . i hate this class !
5011,barack obama,1,0,12,barack obama Death Threat : Irish Muslim Convert Arrested Ahead Of Obama Visit - Sky News .
5012,ipod,0,103,107,i really wish i was actually paying attention to this game instead of trying to figure out this stupid ipod touch .
5013,lady gaga,2,59,68,Thank you so much all monster ! You make me spirit to love lady gaga ★ -LRB-^_^-RRB- ★
5014,john boehner,1,0,12,john boehner has been grinning all day long & now we know why . He blackmailed Pres Obama on behalf of corporate America & only 42 brave dem
5015,charlie sheen,1,0,13,charlie sheen : New Reports He 's Returning to ' Two and a Half Men . ' Story : .
5016,lindsay lohan,0,19,32,jewelry : report : lindsay lohan stole jewelry again - lindsay lohan : this is starting to sound like a bathroom . .
