index,term,polarity,termFrom,termTo,context
1696,Windows,1,25,32,I have only had PCs with Windows before so this takes a little getting use to.
1697,graphics card,2,37,50,super fast processor and really nice graphics card..
1698,size,2,160,164,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video."
1699,external keyboard,1,189,206,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video."
1700,mouse,1,208,213,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video."
1701,monitor,1,219,226,"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video."
1702,windows 7 system,0,55,71,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.
1703,weight,0,14,20,"I dislike the weight and size, cubersome."
1704,size,0,25,29,"I dislike the weight and size, cubersome."
1705,wheel,0,4,9,The wheel that turns the volume up and down doesn't work in real time.
1706,service,2,29,36,I cannot be happier with the service or product.
1707,flatline keyboard,2,45,62,"I do transcription work on the side, and the flatline keyboard makes typing quick and easy as well."
1708,Speakers,0,0,8,Speakers doesn't sound that great.
1709,windows 7,2,7,16,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time."
1710,ergonomics,0,94,104,"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time."
1711,Applecare tech support,0,24,46,"After numerous calls to Applecare tech support, I was directed to send in my computer;"
1712,power plug,0,33,43,"The ""abuse"" is that I pushed the power plug in too hard."
1713,programs,1,13,21,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning."
1714,iLife,1,49,54,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning."
1715,iWork,1,59,64,"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning."
1716,gaming,0,40,46,"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason."
1717,delivery,2,18,26,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased"
1718,value,2,6,11,"Great value, fast delivery- Computer works as if brand new, no problems, very pleased"
1719,Internet Explorer,0,4,21,The Internet Explorer was very slow from the very beginning.
1720,AC power port,0,4,17,The AC power port becomes loose over time
1721,running system,2,71,85,"As a user of a PC, I will will admit that the macBook Pro has a better running system in which I found myself ""Getting the job done quicker."
1722,programs,0,41,49,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time."
1723,power supply,2,58,70,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.
1724,power supply,0,78,90,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.
1725,force,2,18,23,Enjoy that Toshib force and durability unparalleled
1726,durability,2,28,38,Enjoy that Toshib force and durability unparalleled
1727,Vista Business,2,28,42,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.
1728,surf the web,1,46,58,"I use the computer to basically check emails, surf the web, print coupons and for my college papers."
1729,size of the screen,2,12,30,"We love the size of the screen, although it is still lightweight and very easy to tote around."
1730,tote,2,82,86,"We love the size of the screen, although it is still lightweight and very easy to tote around."
1731,use,2,74,77,"I would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer."
1732,battery,0,6,13,  the battery is irreplaceable.
1733,Win 7,2,109,114,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more."
1734,2GB stick of memory,2,126,145,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more."
1735,Norton,0,134,140,"I have never really been big on downloading anything so I wasn't too worried about getting a virus, plus I thought I was protected by Norton."
1736,command prompt,0,79,93,"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all."
1737,software,2,5,13,It's software and speed enable it to do amazing things.
1738,speed,2,18,23,It's software and speed enable it to do amazing things.
1739,hard drive,0,42,52,Could not keep up with me and finally the hard drive went out.
1740,programming,2,29,40,"I am most impressed with the programming, including the iPhoto."
1741,iPhoto,2,56,62,"I am most impressed with the programming, including the iPhoto."
1742,Speakers,0,0,8,Speakers too small to be of any real use.
1743,speakers,2,56,64,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.
1744,memory,0,31,37,They should have included more memory on their computers if they knew Vista would run slowly.
1745,Vista,0,70,75,They should have included more memory on their computers if they knew Vista would run slowly.
1746,battery,0,4,11,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
1747,charge,0,25,31,"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
1748,warrenty,1,12,20,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.
1749,hard drive,0,33,43,  After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.
1750,Windows 7 Starter,2,4,21,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics."
1751,icon list,2,23,32,The neat and organized icon list is a welcome change from cluttered and confusing desktop icons.
1752,warranty,0,82,90,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.
1753,price,2,94,99,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance."
1754,performance,2,104,115,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance."
1755,built,2,16,21,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance."
1756,look,2,38,42,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance."
1757,use,2,43,46,The Toshiba laptop I am using is easier to use than most I have tried.
1758,work,0,63,67,So we exchanged it for the same on and after 2 hours it didn't work.
1759,size,2,11,15,"I love the size, keyboard, the functions."
1760,functions,2,31,40,"I love the size, keyboard, the functions."
1761,mouse,0,4,9,the mouse is way way way to sensitve.
1762,OS,2,4,6,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.
1763,run,2,82,85,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.
1764,screen,0,80,86,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me."
1765,delivery service,0,59,75,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years."
1766,performance,2,49,60,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use."
1767,picture quality,2,62,77,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use."
1768,use,2,91,94,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use."
1769,i3 processor,2,4,16,the i3 processor doesn't seem to run hot and the fan rarely turns on.
1770,fan,2,49,52,the i3 processor doesn't seem to run hot and the fan rarely turns on.
1771,battery,0,6,13,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
1772,charge,0,27,33,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
1773,charge,0,96,102,"  The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes."
1774,keys,1,70,74,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing."
1775,casing,1,80,86,"  Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing."
1776,resolution of the screen,0,46,70,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail."
1777,touchpad,0,62,70,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does."
1778,battery life,2,40,52,very convenient when you travel and the battery life is excellent...
1779,boot up,0,25,32,  The machine is slow to boot up and occasionally crashes completely.
1780,charge,2,83,89,This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.
1781,OS,1,83,85,I wish Toshiba would allow their customers to select an option that only boots the OS at setup and removes all the unnecessary stuff.
1782,screen brightness,1,4,21,the screen brightness automatically adjusts.
1783,backlit keyboard,2,22,38,I especially like the backlit keyboard.
1784,look,2,18,22,"Besides the great look, it is a great machine."
1785,cost,0,10,14,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use."
1786,sound,0,4,9,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones."
1787,SATA controller,1,5,20,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.)
1788,CPU,1,59,62,(The SATA controller is the motherboard chip that lets the CPU talk to the hard drive.)
1789,battery life,0,4,16,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours."
1790,battery,1,71,78,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours."
1791,battery,0,116,123,"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours."
1792,size,2,6,10,Right size and weight for portability.
1793,weight,2,15,21,Right size and weight for portability.
1794,portability,2,26,37,Right size and weight for portability.
1795,battery life,0,4,16,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.
1796,1GB of RAM,0,69,79,"  It was loaded with Windows Vista Home Premium--delivered with only 1GB of RAM, and it was a *dog*."
1797,display,0,26,33,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.
1798,brightness,1,167,177,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.
1799,electronic fuzz sound,0,58,79,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.
1800,headphone jack,0,98,112,My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.
1801,warranty,1,101,109,"I have had to call with a few questions or issues and they have helped me for free, even without the warranty."
1802,power supply,1,27,39,Was searching online for a power supply when I found this site.
1803,gaming,1,107,113,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming."
1804,graphics editing,1,60,76,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming."
1805,complex data analysis,1,81,102,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming."
1806,costs,0,52,57,  I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.
1807,shipping,2,33,41,(No problem with the ordering or shipping by the way.
1808,ram,2,8,11,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.
1809,performance,2,76,87,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.
1810,surf the web,2,121,133,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.
1811,hardcopy manuel,0,43,58,The one thing I wish it had was a detailed hardcopy manuel.
1812,drive,0,92,97,"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive."
1813,visual,2,12,18,"Fast, great visual!"
1814,priced,2,5,11,It's priced very reasonable and works very well right out of the box.
1815,works,2,32,37,It's priced very reasonable and works very well right out of the box.
1816,OS,1,45,47,You will need them if you want to reload the OS (I recommend doing if you can to start fresh and optimal).
1817,keyboard,2,10,18,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons."
1818,mouse command buttons,0,115,136,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons."
1819,features,2,28,36,There are so many wonderful features and benefits to the new MacBook!
1820,speeds,2,91,97,the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.
1821,touch pad,0,37,46,The only thing i can say is that the touch pad doesnt work like it should all the time.
1822,size,2,65,69,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad."
1823,features,2,89,97,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad."
1824,lighted keyboard,2,107,123,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad."
1825,mouse pad,2,133,142,"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad."
1826,Battery life,0,0,12,Battery life needs more life.
1827,operation system,0,55,71,For some odd reasons the computer doesn't reconize the operation system.
1828,Applications,2,0,12,"Applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea."
1829,Windows,1,84,91,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
1830,Warrenty,1,136,144,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
1831,agents,0,197,203,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.
1832,keyboard,0,57,65,Even though the computer is larger they did not make the keyboard larger.
1833,three year warranty,1,16,35,We paid for the three year warranty and the extended warranty after that one ended as well.
1834,extended warranty,1,44,61,We paid for the three year warranty and the extended warranty after that one ended as well.
1835,internet,0,25,33,"Its not just slow on the internet, its slow in general."
1836,RAM,2,19,22,It has just enough RAM to run smoothly and enough memory to satisfy my needs.
1837,memory,2,50,56,It has just enough RAM to run smoothly and enough memory to satisfy my needs.
1838,Nvidia grafics card,0,40,59,"I acually believe the issue is with the Nvidia grafics card, but still requires a return."
1839,work,0,89,93,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.
1840,resolution,2,4,14,The resolution is even higher then any other laptop on the market.
1841,"left ""mouse"" button",0,28,47,"Then just the other day, my left ""mouse"" button snapped!"
1842,keyboard,2,80,88,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
1843,feature,2,63,70,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
1844,type,2,19,23,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.
1845,casing,0,38,44,"Laptop is advertised as a 15"" but the casing looks like that of a 17""."
1846,"15""",1,26,29,"Laptop is advertised as a 15"" but the casing looks like that of a 17""."
1847,feel,2,4,8,The feel of this machine compared to the old MacBook is far superior.
1848,hard disc,0,31,40,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash."
1849,virus protection programs for a Mac,0,186,221,"They break down just as often as PCs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a Mac, they don't exist."
1850,Screen,2,22,28,"But with A WAY Bigger Screen, and IS able to connect to an HDMI."
1851,HDMI,1,59,63,"But with A WAY Bigger Screen, and IS able to connect to an HDMI."
1852,graphics,0,4,12,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
1853,wireless switch,0,31,46,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
1854,build quality,2,12,25,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
1855,mouse,1,17,22,A seventy dollar mouse!
1856,shipped,0,78,85,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me."
1857,internet connection,2,45,64,It is fast and i have not had a problem with internet connection or any other problems.
1858,quality,2,30,37,I'm really impressed with the quality and performance for the price of the computer.
1859,price,2,62,67,I'm really impressed with the quality and performance for the price of the computer.
1860,recovery DVDs,1,48,61,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD."
1861,driver/application DVD,1,73,95,"But when I received my replacement, I made BOTH recovery DVDs (4), and a driver/application DVD."
1862,photo detection software,2,22,46,"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture."
1863,speakers,0,4,12,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.
1864,price,0,301,306,"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one)."
1865,use,2,19,22,"It is so simple to use, I use it more than my desktop."
1866,touchpad,0,30,38,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
1867,screen,1,90,96,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
1868,mouse pointer,0,55,68,I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.
1869,hardware,0,43,51,I have had no problems with it unlike some hardware defects on past models.
1870,KEYBOARD,0,16,24,"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY."
1871,Windows,0,71,78,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows."
1872,cost,0,66,70,"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket."
1873,quality,2,4,11,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop."
1874,warranty,2,36,44,"The quality, engineering design and warranty are superior--covers damage from dropping the laptop."
1875,applications,2,4,16,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned."
1876,screen,2,10,16,The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.
1877,use,2,33,36,"Great laptop for school, easy to use for beginners in the household."
1878,speakers,0,60,68,"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that."
1879,hinges,0,60,66,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others."
1880,programs,2,82,90,Not to mention the fact that your mac comes fully loaded with all necessary basic programs.
1881,work,0,7,11,Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).
1882,programs,2,11,19,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual."
1883,Pages,1,30,35,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual."
1884,Numbers,1,37,44,"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual."
1885,run,2,122,125,"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow."
1886,components,2,112,122,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1887,price,2,151,156,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1888,price,2,313,318,"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price."
1889,cd drive,0,12,20,"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd."
1890,price,2,95,100,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000
1891,quality,0,23,30,"Unfortunately, Apple's quality has continued to slide."
1892,quality,2,19,26,I believe that the quality of a mac is worth the price.
1893,price,2,49,54,I believe that the quality of a mac is worth the price.
1894,pointer,0,49,56,sometimes you will be moving your finger and the pointer will not even move.
1895,shipping,2,57,65,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1896,price,2,100,105,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1897,budget,2,36,42,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
1898,life span,0,70,79,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine."
1899,design,2,16,22,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
1900,looks,2,28,33,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
1901,feel,2,39,43,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
1902,my toshiba feature,2,53,71,"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull."
1903,one of the programs,0,19,38,Was not happy with one of the programs on it.
1904,use,2,76,79,"Also it is very good for college students who just need a reliable, easy to use computer."
1905,Touchpad,0,20,28,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.
1906,USB,0,58,61,The first one sent: Touchpad didn't work The second sent: USB didn't work The third sent: Touchpad didn't work The fourth sent: Hasn't arrived yet.
1907,iwork,2,150,155,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office."
1908,office,0,177,183,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office."
1909,word processor,0,102,116,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office."
1910,windows,1,136,143,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office."
1911,document creation,1,51,68,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office."
1912,battery,2,20,27,It is light and the battery last a very long time.
1913,memory stick,0,55,67,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended)."
1914,memory stick,1,159,171,"  And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended)."
1915,keys,0,15,19,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
1916,keyboard,0,26,34,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
1917,button below the mouse pad,0,98,124,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
1918,screen,0,170,176,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
1919,paint,0,73,78,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
1920,lightscribe,0,32,43,The next time I had an issue my lightscribe wouldn't work.
1921,touchpad,0,4,12,"The touchpad is extremely sensitive, which is the only drawback."
1922,applications,2,31,43,also it comes with very useful applications like iphoto that it is the best photo application i have ever had
1923,iphoto,2,49,55,also it comes with very useful applications like iphoto that it is the best photo application i have ever had
1924,photo application,2,76,93,also it comes with very useful applications like iphoto that it is the best photo application i have ever had
1925,Word,0,41,45,"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences."
1926,17 ince screen,1,39,53,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it."
1927,screen,2,115,121,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it."
1928,warranty period,0,43,58,Summary: They played games with me for the warranty period.
1929,HD,0,116,118,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history."
1930,drivers,0,349,356,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history."
1931,Windows update,1,83,97,"In November my computer messed up entirely and wouldn't power on after intalling a Windows update, I had to have my HD flashed and lost EVERYTHING on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history."
1932,OSX,2,16,19,I can have both OSX and Windows XP running at the same time!
1933,Windows XP,2,24,34,I can have both OSX and Windows XP running at the same time!
1934,Features,1,16,24,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor"
1935,Performance,0,35,46,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor"
1936,Battery Life,2,54,66,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor"
1937,Price,0,79,84,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor"
1938,Value,0,85,90,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor"
1939,windows,0,74,81,Microsoft seems to be unable to keep up with repairs for the multitude of windows problems.
1940,graphics,2,4,12,The graphics are stunning.
1941,system,2,91,97,"(I found a 2GB stick for a bit under $50) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents."
1942,WiFi,0,50,54,after much effort and 10 days ASUS replaced itThe WiFi is very weak.
1943,software,1,46,54,You can call HP and they want you to buy more software to fix it.
1944,update programs,1,27,42,It is easy to navigate and update programs.
1945,navigate,2,14,22,It is easy to navigate and update programs.
1946,Applications,2,2,14,", Applications respond immediately (not like the tired MS applications)."
1947,MS applications,0,55,70,", Applications respond immediately (not like the tired MS applications)."
1948,Customer Service,2,102,118,"All in all, a very disappointing experience except that I learned how good the Geek Squad is and also Customer Service."
1949,screen,0,42,48,"The only drawback for me is how dirty the screen gets, and rather quickly too."
1950,carry,2,43,48,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight."
1951,weight,2,112,118,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight."
1952,applications,2,50,62,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously."
1953,programs,1,82,90,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously."
1954,Internet tabs,2,67,80,"Seems to slow down occassionally but can run many applications (ie Internet tabs, programs, etc) simultaneously."
1955,bottom of the computer,0,55,77,I also did not like the loud noises it made or how the bottom of the computer would get really hot.
1956,repair technician,2,84,101,I had in the past a Dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.
1957,carry,0,36,41,This computer was so challenging to carry and handle.
1958,handle,0,46,52,This computer was so challenging to carry and handle.
1959,Cords,0,0,5,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1960,power,0,31,36,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1961,headphones,0,69,79,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1962,mic,0,80,83,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1963,network connection,0,89,107,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1964,setup,0,138,143,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1965,cords,0,42,47,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
1966,cords,0,149,154,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.
